Soil_ID,OC,pH,Clay,CEC,T,Ratio,logKow,lnCe,ln_Qe
86,1.73255814,7.72,16.86,,303,0.1,5.18,2.161067611,3.738975908
86,1.73255814,7.72,16.86,,303,0.1,5.18,1.592759599,3.098875332
86,1.73255814,7.72,16.86,,303,0.1,5.18,1.590520094,2.369626729
86,1.73255814,7.72,16.86,,303,0.1,5.18,4.341187713,5.291560087
86,1.73255814,7.72,16.86,,303,0.1,5.18,4.085502251,5.008947871
86,1.73255814,7.72,16.86,,303,0.1,5.18,3.467668409,4.583158701
86,1.73255814,7.72,16.86,,303,0.1,5.18,2.729909535,4.253383276
86,1.73255814,7.72,16.86,,303,0.1,5.18,1.806138921,3.702173199
86,1.73255814,7.72,16.86,,303,0.1,5.18,0.370735628,2.216754836
86,1.73255814,7.72,16.86,,303,0.1,5.18,4.051859728,5.299644985
86,1.73255814,7.72,16.86,,303,0.1,5.18,3.249439947,5.00990436
86,1.73255814,7.72,16.86,,303,0.1,5.18,2.524263572,4.622347802
86,1.73255814,7.72,16.86,,303,0.1,5.18,1.810842884,4.25394039
86,1.73255814,7.72,16.86,,303,0.1,5.18,1.653339959,3.73932539
86,1.73255814,7.72,16.86,,303,0.1,5.18,0.960613791,3.099317214
87,1.763372093,7.62,32.3,29.01,298,0.02,4.57,5.321056854,3.683520118
87,1.763372093,7.62,32.3,29.01,298,0.02,4.57,5.042779747,3.475191062
87,1.763372093,7.62,32.3,29.01,298,0.02,4.57,4.688591794,3.386841494
87,1.763372093,7.62,32.3,29.01,298,0.02,4.57,4.188138442,3.078877855
87,1.763372093,7.62,32.3,29.01,298,0.02,4.57,3.19047635,2.159845722
87,1.763372093,7.62,32.3,29.01,298,0.02,4.57,2.451005098,1.480308247
87,1.763372093,7.62,32.3,29.01,298,0.02,4.57,1.757857918,0.759777263
88,1.77,4.04,18,4.24,297,0.1,5.18,4.383275854,5.005370124
88,1.77,4.04,18,4.24,297,0.1,5.18,3.996364154,4.603847311
88,1.77,4.04,18,4.24,297,0.1,5.18,3.100092289,4.244012352
88,1.77,4.04,18,4.24,297,0.1,5.18,2.721295428,3.882501502
88,1.77,4.04,18,4.24,297,0.1,5.18,1.887069649,3.379571894
89,1.8,6.6,7,,298,0.01,5.18,2.795963394,4.387221452
89,1.8,6.6,7,,298,0.01,5.18,2.542129413,4.09781077
89,1.8,6.6,7,,298,0.01,5.18,2.097588387,3.704383641
89,1.8,6.6,7,,298,0.01,5.18,1.05337082,3.026503932
89,1.8,6.6,7,,298,0.01,5.18,-0.07612539,2.120263532
90,1.80755814,4.46,30.6,10.95,298,0.02,4.57,5.226284164,3.707119587
90,1.80755814,4.46,30.6,10.95,298,0.02,4.57,4.965637928,3.486160273
90,1.80755814,4.46,30.6,10.95,298,0.02,4.57,4.750135956,3.370648823
90,1.80755814,4.46,30.6,10.95,298,0.02,4.57,4.272490748,3.062348323
90,1.80755814,4.46,30.6,10.95,298,0.02,4.57,3.19047635,2.159845722
90,1.80755814,4.46,30.6,10.95,298,0.02,4.57,2.451005098,1.480308247
90,1.80755814,4.46,30.6,10.95,298,0.02,4.57,1.757857918,0.759777263
91,1.84,7.7,24.7,17.4,293,0.02,4.57,5.497301479,2.996700002
91,1.84,7.7,24.7,17.4,293,0.02,4.57,4.861767051,2.386358996
92,1.94,6.7,51.4,20.2,298,0.01,4.57,5.306575177,4.613276243
92,1.94,6.7,51.4,20.2,298,0.01,4.57,4.852237274,4.474883808
92,1.94,6.7,51.4,20.2,298,0.01,4.57,4.606826813,4.260749847
92,1.94,6.7,51.4,20.2,298,0.01,4.57,4.449359295,3.946329742
92,1.94,6.7,51.4,20.2,298,0.01,4.57,4.164257677,3.485014496
92,1.94,6.7,51.4,20.2,298,0.01,4.57,2.990744857,2.898196619
93,1.96,5.9,14.3,23,298,0.002133824,4.57,2.192330119,0.884919401
93,1.96,5.9,14.3,23,298,0.002133824,4.57,2.061779355,1.077209782
93,1.96,5.9,14.3,23,298,0.002133824,4.57,2.612871717,2.008602679
93,1.96,5.9,14.3,23,298,0.002133824,4.57,2.552679894,2.075498869
93,1.96,5.9,14.3,23,298,0.015253415,4.57,1.438682687,0.300426357
93,1.96,5.9,14.3,23,298,0.015253415,4.57,1.232830633,0.337790422
93,1.96,5.9,14.3,23,298,0.009568653,4.57,3.357406934,2.469849984
93,1.96,5.9,14.3,23,298,0.009568653,4.57,3.16814683,2.512693342
93,1.96,5.9,14.3,23,298,0.011960837,4.57,4.320846077,2.723647275
93,1.96,5.9,14.3,23,298,0.011960837,4.57,4.25278661,2.750454532
93,1.96,5.9,14.3,23,298,0.001428218,4.57,4.833375521,3.556120111
93,1.96,5.9,14.3,23,298,0.001428218,4.57,4.784714445,3.668805927
93,1.96,5.9,14.3,23,298,0.001192859,4.57,5.14679461,4.410776016
93,1.96,5.9,14.3,23,298,0.001192859,4.57,5.175334975,4.358779607
93,1.96,5.9,14.3,23,298,0.007202448,4.57,6.506509281,4.820540115
93,1.96,5.9,14.3,23,298,0.007202448,4.57,6.460430079,4.853732377
94,1.97,7.83,,174.3,300,0.04,5.22,4.933878072,3.073443034
94,1.97,7.83,,174.3,300,0.04,5.22,4.540666864,2.801212622
94,1.97,7.83,,174.3,300,0.04,5.22,4.065392809,2.421487502
94,1.97,7.83,,174.3,300,0.04,5.22,3.568611145,1.68713942
94,1.97,7.83,,174.3,300,0.04,5.22,1.336762672,0.310128261
94,1.97,7.83,,174.3,300,0.04,5.22,4.666008432,3.144708159
94,1.97,7.83,,174.3,300,0.04,5.22,4.087757918,2.400219842
94,1.97,7.83,,174.3,300,0.04,5.22,2.56027692,1.781321853
94,1.97,7.83,,174.3,300,0.04,5.22,2.112960937,0.82632226
94,1.97,7.83,,174.3,300,0.04,5.22,1.014360736,0.237992754
94,1.97,7.83,,174.3,300,0.04,5.22,4.728130905,3.090296721
94,1.97,7.83,,174.3,300,0.04,5.22,4.323888918,2.840644488
94,1.97,7.83,,174.3,300,0.04,5.22,4.102473103,2.39248978
94,1.97,7.83,,174.3,300,0.04,5.22,3.301469123,1.745017207
94,1.97,7.83,,174.3,300,0.04,5.22,0.541277231,0.2453746
95,2.009,5,43.8,10.47,298,0.02421965,4.57,5.743558162,2.965881129
95,2.009,5,43.8,10.47,298,0.02421965,4.57,5.618217324,2.848096161
95,2.009,5,43.8,10.47,298,0.02421965,4.57,5.438417947,2.727467133
95,2.009,5,43.8,10.47,298,0.02421965,4.57,5.219034412,2.575455512
95,2.009,5,43.8,10.47,298,0.02421965,4.57,5.00855246,2.378091373
95,2.009,5,43.8,10.47,298,0.02421965,4.57,4.711360058,2.154954776
95,2.009,5,43.8,10.47,298,0.02421965,4.57,4.386891034,1.506252807
96,2.07,7.79,55.2,23.72,298,0.1,5.18,6.551080335,6.640820877
96,2.07,7.79,55.2,23.72,298,0.1,5.18,6.16141827,6.200202636
96,2.07,7.79,55.2,23.72,298,0.1,5.18,5.835979644,5.940317032
96,2.07,7.79,55.2,23.72,298,0.1,5.18,5.191845122,5.266694596
96,2.07,7.79,55.2,23.72,298,0.1,5.18,4.56017282,4.583054425
97,2.09,6.7,24.5,19.2,293,0.02,4.57,4.980224003,3.203889781
97,2.09,6.7,24.5,19.2,293,0.02,4.57,2.463458014,0.36481045
98,2.1,7.8,35,,298,0.1,3.36,4.441474093,0.07612736
98,2.1,7.8,35,,298,0.1,3.36,5.708106446,1.272957676
98,2.1,7.8,35,,298,0.1,3.36,7.75645216,3.713572067
98,2.1,7.8,35,,298,0.1,3.36,8.62057976,4.17438727
98,2.1,7.8,35,,298,0.1,3.36,9.097250058,4.574710979
99,2.182,4.73,20,5.41,298,0.02390116,4.57,5.609032138,3.071238553
99,2.182,4.73,20,5.41,298,0.02390116,4.57,5.492824378,2.965881129
99,2.182,4.73,20,5.41,298,0.02390116,4.57,5.328647231,2.801576973
99,2.182,4.73,20,5.41,298,0.02390116,4.57,5.106638567,2.688248774
99,2.182,4.73,20,5.41,298,0.02390116,4.57,4.343540452,1.666592993
99,2.182,4.73,20,5.41,298,0.02390116,4.57,4.639677887,2.154954776
99,2.182,4.73,20,5.41,298,0.02390116,4.57,4.771208216,2.359740173
100,2.2,7.82,35,21.3,298,0.1,3.36,4.427238977,0.647835958
100,2.2,7.82,35,21.3,298,0.1,3.36,5.53417969,1.226213633
100,2.2,7.82,35,21.3,298,0.1,3.36,7.770476444,3.708424695
100,2.2,7.82,35,21.3,298,0.1,3.36,8.612503371,4.184457929
100,2.2,7.82,35,21.3,298,0.1,3.36,9.074325899,4.581201212
101,2.26,5.85,,,297,0.1667,3.36,9.239986549,5.91277301
101,2.26,5.85,,,297,0.1667,3.36,9.073695566,5.741565617
101,2.26,5.85,,,297,0.1667,3.36,9.13905917,5.623758267
101,2.26,5.85,,,297,0.1667,3.36,9.064736398,5.599640106
101,2.26,5.85,,,297,0.1667,3.36,9.048115517,5.685877126
101,2.26,5.85,,,297,0.1667,3.36,8.980801414,5.606387189
101,2.26,5.85,,,297,0.1667,3.36,8.912405923,5.516276301
101,2.26,5.85,,,297,0.1667,3.36,8.885440912,5.592355447
101,2.26,5.85,,,297,0.1667,3.36,8.822572736,5.449931833
101,2.26,5.85,,,297,0.1667,3.36,8.78092575,5.400349449
101,2.26,5.85,,,297,0.1667,3.36,8.140198915,5.023687081
101,2.26,5.85,,,297,0.1667,3.36,4.421247348,-0.059750004
102,2.27,8.35,,248.9,300,0.04,5.22,4.601716228,2.788867993
102,2.27,8.35,,248.9,300,0.04,5.22,4.363394123,2.361429307
102,2.27,8.35,,248.9,300,0.04,5.22,3.544370889,1.546924007
102,2.27,8.35,,248.9,300,0.04,5.22,2.357196377,0.820968552
102,2.27,8.35,,248.9,300,0.04,5.22,2.133302163,0.058834786
102,2.27,8.35,,248.9,300,0.04,5.22,4.798541304,3.091106088
102,2.27,8.35,,248.9,300,0.04,5.22,4.612717632,2.788935631
102,2.27,8.35,,248.9,300,0.04,5.22,3.982792697,2.41373283
102,2.27,8.35,,248.9,300,0.04,5.22,1.707507917,0.869366825
102,2.27,8.35,,248.9,300,0.04,5.22,1.088460938,0.154779054
102,2.27,8.35,,248.9,300,0.04,5.22,4.811375899,3.087969555
102,2.27,8.35,,248.9,300,0.04,5.22,4.624334374,2.769515254
102,2.27,8.35,,248.9,300,0.04,5.22,4.24059555,2.349525929
102,2.27,8.35,,248.9,300,0.04,5.22,3.369775512,1.717861731
102,2.27,8.35,,248.9,300,0.04,5.22,0.658141571,0.204572166
103,2.28,7.44,31,19,298,0.1,5.18,6.377237022,6.641279423
103,2.28,7.44,31,19,298,0.1,5.18,6.1014394,6.359299263
103,2.28,7.44,31,19,298,0.1,5.18,5.700109069,5.945627394
103,2.28,7.44,31,19,298,0.1,5.18,5.068904202,5.286312091
103,2.28,7.44,31,19,298,0.1,5.18,4.363098625,4.544281529
104,2.32,6.05,8.2,19.7,298,0.002877816,4.57,4.603256356,3.981352845
104,2.32,6.05,8.2,19.7,298,0.002877816,4.57,4.538717835,4.021005057
104,2.32,6.05,8.2,19.7,298,0.011507172,4.57,6.293286276,4.911423596
104,2.32,6.05,8.2,19.7,298,0.011507172,4.57,6.219811736,4.93564373
105,2.354651163,8.28,24.3,,298,0.01,3.36,8.535543785,6.190199211
105,2.354651163,8.28,24.3,,298,0.01,3.36,8.352483629,6.154692475
105,2.354651163,8.28,24.3,,298,0.01,3.36,8.236897109,6.043289625
105,2.354651163,8.28,24.3,,298,0.01,3.36,8.117282628,5.89473501
105,2.354651163,8.28,24.3,,298,0.01,3.36,7.915968641,5.783279495
105,2.354651163,8.28,24.3,,298,0.01,3.36,7.778588288,5.559043752
105,2.354651163,8.28,24.3,,298,0.01,3.36,7.451357822,5.424731491
105,2.354651163,8.28,24.3,,298,0.01,3.36,7.195412351,5.103147624
105,2.354651163,8.28,24.3,,298,0.01,3.36,6.810583367,4.680290645
105,2.354651163,8.28,24.3,,298,0.01,3.36,6.137727054,3.96047597
106,2.356,6.03,18.6,9.41,298,0.012623863,4.57,5.9815541,3.42700482
106,2.356,6.03,18.6,9.41,298,0.012623863,4.57,5.867262359,3.298012276
106,2.356,6.03,18.6,9.41,298,0.012623863,4.57,5.693189567,3.182941864
106,2.356,6.03,18.6,9.41,298,0.012623863,4.57,5.520597345,2.985878888
106,2.356,6.03,18.6,9.41,298,0.012623863,4.57,5.228390488,2.75278772
106,2.356,6.03,18.6,9.41,298,0.012623863,4.57,4.571273117,2.084329576
106,2.356,6.03,18.6,9.41,298,0.012623863,4.57,5.025743259,2.619255417
107,2.360465116,7.6,11.6,,303,0.1,5.18,4.42253378,4.249804385
107,2.360465116,7.6,11.6,,303,0.1,5.18,3.220450584,3.724193508
107,2.360465116,7.6,11.6,,303,0.1,5.18,2.140524882,3.017077828
107,2.360465116,7.6,11.6,,303,0.1,5.18,1.041900834,2.45143604
107,2.360465116,7.6,11.6,,303,0.1,5.18,4.408445805,5.002100308
107,2.360465116,7.6,11.6,,303,0.1,5.18,3.438387188,4.590904919
107,2.360465116,7.6,11.6,,303,0.1,5.18,2.696449843,4.244033876
107,2.360465116,7.6,11.6,,303,0.1,5.18,1.728872916,3.708515401
107,2.360465116,7.6,11.6,,303,0.1,5.18,0.981666403,3.01536822
107,2.360465116,7.6,11.6,,303,0.1,5.18,0.981666403,2.235205206
107,2.360465116,7.6,11.6,,303,0.1,5.18,3.931921707,4.996370027
107,2.360465116,7.6,11.6,,303,0.1,5.18,3.088493754,4.590904919
107,2.360465116,7.6,11.6,,303,0.1,5.18,2.116628939,4.231763181
107,2.360465116,7.6,11.6,,303,0.1,5.18,3.949214739,5.296899862
107,2.360465116,7.6,11.6,,303,0.1,5.18,2.943312029,5.002100308
107,2.360465116,7.6,11.6,,303,0.1,5.18,2.447991942,4.616437471
107,2.360465116,7.6,11.6,,303,0.1,5.18,1.492477039,4.244033876
107,2.360465116,7.6,11.6,,303,0.1,5.18,1.349371007,3.687460949
108,2.407,4.49,53.8,12.13,298,0.024968237,4.57,5.817385825,2.903359276
108,2.407,4.49,53.8,12.13,298,0.024968237,4.57,5.718484534,2.765211578
108,2.407,4.49,53.8,12.13,298,0.024968237,4.57,5.576892597,2.619255417
108,2.407,4.49,53.8,12.13,298,0.024968237,4.57,4.597008974,1.366499734
108,2.407,4.49,53.8,12.13,298,0.024968237,4.57,4.906164753,1.981677103
108,2.407,4.49,53.8,12.13,298,0.024968237,4.57,5.095846774,2.177418617
108,2.407,4.49,53.8,12.13,298,0.024968237,4.57,5.388728749,2.43119816
109,2.547,4.18,29.27,5.28,298,0.05,4.57,4.77901536,4.480830591
109,2.547,4.18,29.27,5.28,298,0.05,4.57,2.299131215,2.227981336
109,2.547,4.18,29.27,5.28,298,0.05,4.57,1.224054235,0.008289307
110,2.575581395,5.64,,10.31,298,0.012454483,5.18,3.234749174,3.61570374
110,2.575581395,5.64,,10.31,299,0.012454483,5.18,3.148453361,3.503651678
110,2.575581395,5.64,,10.31,300,0.012454483,5.18,3.072693315,3.384817291
110,2.575581395,5.64,,10.31,301,0.012454483,5.18,3.000719815,3.249901512
110,2.575581395,5.64,,10.31,302,0.012454483,5.18,2.923161581,3.078813437
110,2.575581395,5.64,,10.31,303,0.012454483,5.18,2.809402695,2.897065968
110,2.575581395,5.64,,10.31,304,0.012454483,5.18,2.595254707,2.675375483
111,2.720930233,6.57,13.63,,298,0.05,4.18,4.605170186,0.199342541
111,2.720930233,6.57,13.63,,298,0.05,4.18,4.38400842,-0.197719499
111,2.720930233,6.57,13.63,,298,0.05,4.18,4.094344562,-0.395267283
111,2.720930233,6.57,13.63,,298,0.05,4.18,3.692839104,-0.992631965
111,2.720930233,6.57,13.63,,298,0.05,4.18,3.011482584,-1.538513574
111,2.720930233,6.57,13.63,,298,0.05,4.18,4.605170186,-0.491349847
111,2.720930233,6.57,13.63,,298,0.05,4.18,4.38400842,-0.916290732
111,2.720930233,6.57,13.63,,298,0.05,4.18,4.094344562,-1.075286463
111,2.720930233,6.57,13.63,,298,0.05,4.18,3.003635957,-2.650725134
111,2.720930233,6.57,13.63,,298,0.05,4.18,3.688879454,-1.203972804
111,2.720930233,6.57,13.63,,298,0.05,5.18,4.60367607,0.222903523
111,2.720930233,6.57,13.63,,298,0.05,5.18,4.380158641,0.198112882
111,2.720930233,6.57,13.63,,298,0.05,5.18,4.094344562,-0.021121497
111,2.720930233,6.57,13.63,,298,0.05,5.18,3.688879454,-0.434173272
111,2.720930233,6.57,13.63,,298,0.05,5.18,2.988239271,-1.170215708
111,2.720930233,6.57,13.63,,313,0.05,5.18,4.605170186,0.18223822
111,2.720930233,6.57,13.63,,313,0.05,5.18,4.382026635,0.084800602
111,2.720930233,6.57,13.63,,313,0.05,5.18,4.094344562,-0.105027238
111,2.720930233,6.57,13.63,,313,0.05,5.18,3.688879454,-0.510658971
111,2.720930233,6.57,13.63,,313,0.05,5.18,3.003169548,-1.239254618
112,2.8,,,,298,0.00417,3.36,2.963937123,1.931144529
112,2.8,,,,298,0.00417,3.36,2.029174037,1.238721997
113,2.800581395,5.8,33.3,34.14,298,0.02,4.57,5.821861763,3.500602197
113,2.800581395,5.8,33.3,34.14,298,0.02,4.57,5.658436373,3.249288631
113,2.800581395,5.8,33.3,34.14,298,0.02,4.57,5.520260197,3.116413328
113,2.800581395,5.8,33.3,34.14,298,0.02,4.57,5.086361005,2.832236396
113,2.800581395,5.8,33.3,34.14,298,0.02,4.57,4.077537444,1.963736034
113,2.800581395,5.8,33.3,34.14,298,0.02,4.57,3.091042453,1.39574952
113,2.800581395,5.8,33.3,34.14,298,0.02,4.57,2.63188884,0.641959144
114,2.823,6.78,23.6,16.83,298,0.017965373,4.57,5.786618815,3.222788162
114,2.823,6.78,23.6,16.83,298,0.017965373,4.57,5.642950144,3.124349738
114,2.823,6.78,23.6,16.83,298,0.017965373,4.57,5.492824378,2.965881129
114,2.823,6.78,23.6,16.83,298,0.017965373,4.57,5.277659454,2.848096161
114,2.823,6.78,23.6,16.83,298,0.017965373,4.57,5.020128755,2.633441591
114,2.823,6.78,23.6,16.83,298,0.017965373,4.57,4.763960372,2.378091373
114,2.823,6.78,23.6,16.83,298,0.017965373,4.57,4.408212035,1.897124985
115,2.89,7.73,,306.4,300,0.04,5.22,4.63958997,3.107886162
115,2.89,7.73,,306.4,300,0.04,5.22,3.783120881,2.448043821
115,2.89,7.73,,306.4,300,0.04,5.22,2.989185893,1.785003365
115,2.89,7.73,,306.4,300,0.04,5.22,2.029791633,0.965576012
115,2.89,7.73,,306.4,300,0.04,5.22,1.217964463,-0.213069466
115,2.89,7.73,,306.4,300,0.04,5.22,4.17298783,3.150601267
115,2.89,7.73,,306.4,300,0.04,5.22,3.691149376,2.871392791
115,2.89,7.73,,306.4,300,0.04,5.22,3.309213663,2.394553331
115,2.89,7.73,,306.4,300,0.04,5.22,2.712082062,1.764234098
115,2.89,7.73,,306.4,300,0.04,5.22,0.934327094,0.889946757
115,2.89,7.73,,306.4,300,0.04,5.22,4.338587938,3.137982422
115,2.89,7.73,,306.4,300,0.04,5.22,4.030268157,2.852514115
115,2.89,7.73,,306.4,300,0.04,5.22,3.823567677,2.424678824
115,2.89,7.73,,306.4,300,0.04,5.22,2.957812314,1.73603532
115,2.89,7.73,,306.4,300,0.04,5.22,1.858171235,0.117516333
116,2.91,4.54,19.73,11.95,298,0.031891149,4.57,5.695726781,2.688248774
116,2.91,4.54,19.73,11.95,298,0.031891149,4.57,5.563854285,2.590264665
116,2.91,4.54,19.73,11.95,298,0.031891149,4.57,5.434513393,2.43119816
116,2.91,4.54,19.73,11.95,298,0.031891149,4.57,5.268453858,2.220908551
116,2.91,4.54,19.73,11.95,298,0.031891149,4.57,5.095757388,2.008348252
116,2.91,4.54,19.73,11.95,298,0.031891149,4.57,4.770800719,1.804741503
116,2.91,4.54,19.73,11.95,298,0.031891149,4.57,4.407880768,1.415270469
117,2.95,8.26,,164.1,300,0.04,5.22,4.283062287,2.828449072
117,2.95,8.26,,164.1,300,0.04,5.22,3.978505261,2.407944609
117,2.95,8.26,,164.1,300,0.04,5.22,2.876914953,1.750520721
117,2.95,8.26,,164.1,300,0.04,5.22,2.274195906,0.926359868
117,2.95,8.26,,164.1,300,0.04,5.22,1.011891778,0.149798365
117,2.95,8.26,,164.1,300,0.04,5.22,4.176250149,3.01597598
117,2.95,8.26,,164.1,300,0.04,5.22,3.869937713,2.7332305
117,2.95,8.26,,164.1,300,0.04,5.22,3.602695008,2.444466527
117,2.95,8.26,,164.1,300,0.04,5.22,2.492453104,1.781271327
117,2.95,8.26,,164.1,300,0.04,5.22,1.339779107,0.869115263
117,2.95,8.26,,164.1,300,0.04,5.22,4.647627003,3.106445936
117,2.95,8.26,,164.1,300,0.04,5.22,4.05922848,2.401787688
117,2.95,8.26,,164.1,300,0.04,5.22,3.052934575,1.753901827
117,2.95,8.26,,164.1,300,0.04,5.22,1.892434023,0.833169958
117,2.95,8.26,,164.1,300,0.04,5.22,1.676067995,0.071017487
118,3.023255814,7.66,6.9,,298,0.1,5.18,4.696827338,5.062520347
118,3.023255814,7.66,6.9,,298,0.1,5.18,4.433678177,4.778576285
118,3.023255814,7.66,6.9,,298,0.1,5.18,3.983876581,4.376091557
118,3.023255814,7.66,6.9,,298,0.1,5.18,3.087390338,3.691832589
